"","probability","class"
"86",0.0474450566736583,0
"87",0.0320286198304503,0
"88",0.0552990357138603,0
"89",0.0328388659139421,0
"90",0.089315367134655,0
"91",0.101161207007831,0
"92",0.0282583236171574,0
"93",0.0221906308470815,0
"94",0.086991963237336,0
"95",0.0554080382963113,0
"96",0.0330454105241388,0
"97",0.176147088538485,0
"98",0.0482256077069592,0
"99",0.052454123002511,0
"100",0.0498403100232486,0
"101",0.0719933482777193,0
"102",0.075507708563388,0
"103",0.0702181465902457,0
"104",0.0208631189724198,0
"105",0.0319595982652706,0
"106",0.0244749052828705,0
"107",0.10587564832485,0
"108",0.0773188473216067,0
"109",0.0468198170490638,0
"110",0.0500967904475521,0
"111",0.0538320126025086,0
"112",0.0495513314815015,0
"113",0.0720090804319891,0
"114",0.187647999107255,0
"115",0.0514738802503008,0
"116",0.0676703656817299,0
"117",0.127110677491617,0
"118",0.0639997148225253,0
"119",0.608670900459463,1
"120",0.101019060376291,0
"121",0.226674977743173,1
"122",0.0546994204697957,0
"123",0.215404727711582,1
"124",0.0503035747398819,0
"125",0.051133149002161,0
"126",0.0321980767071146,0
"127",0.0898830668688649,0
"128",0.309880131059506,1
"129",0.046550571706406,0
"130",0.233326647899798,1
"131",0.0387000156404728,0
"132",0.680743380763733,1
"133",0.0333097277940575,0
"134",0.0209729660717843,0
"135",0.217416812672883,1
"136",0.033155585066599,0
"137",0.0862811265796044,0
"138",0.226955600806711,1
"139",0.0528043809390588,0
"140",0.0803594939372733,0
"141",0.0720618628162619,0
"142",0.0854743069311372,0
"143",0.0887166294915993,0
"144",0.0676944375812376,0
"145",0.0740612746566549,0
"146",0.0943444811448479,0
"147",0.170846674748303,0
"148",0.197723710975658,0
"149",0.276811507493709,1
"150",0.0447188183425222,0
"151",0.0738206352571052,0
"152",0.255968447798988,1
"153",0.17348170710818,0
"154",0.0630534685328074,0
"155",0.0574541581202038,0
"156",0.0386827678377179,0
"157",0.0854973528916052,0
"158",0.026552531731018,0
"159",0.369997432279153,1
"160",0.23598596433062,1
"161",0.0256856837980902,0
"162",0.253298322812277,1
"163",0.0401058036619081,0
"164",0.0511737664873478,0
"165",0.686886499876152,1
"166",0.0335735229317566,0
"167",0.0553995511675944,0
"168",0.327074927400847,1
"169",0.0373205874008099,0
"170",0.03586205984873,0
"171",0.0289625874928266,0
"172",0.0409216166092489,0
"173",0.321103223826155,1
"174",0.0284933521734622,0
"175",0.0335151956748877,0
"176",0.0377322587215545,0
"177",0.0546007875725425,0
"178",0.0388596840047445,0
"179",0.0661872612310122,0
"180",0.0626644347052158,0
"181",0.0344701283355749,0
"182",0.0852265848154844,0
"183",0.0649368316209016,0
"184",0.0326116342016787,0
"185",0.0348674337037482,0
"186",0.100213352194757,0
"187",0.0283841537605589,0
"188",0.0473369791397566,0
"189",0.028878038463849,0
"190",0.0416154618272911,0
"191",0.623593779593996,1
"192",0.0280474068107928,0
"193",0.036714517588774,0
"194",0.0252907734515138,0
"195",0.0566071517468659,0
"196",0.0350244577284874,0
"197",0.0317844133520969,0
"198",0.0367931750058126,0
"199",0.0309631209054953,0
"200",0.234642752792882,1
"201",0.239705498534489,1
"202",0.0665950491715925,0
"203",0.055598248610345,0
"204",0.0701157841221101,0
"205",0.0333549910963036,0
"206",0.0982263906269092,0
"207",0.06391320630421,0
"208",0.0522494361800945,0
"209",0.1455636414984,0
"210",0.0345441790841021,0
"211",0.0625434527256753,0
"212",0.0212966852137138,0
"213",0.118046531824262,0
"214",0.055126758919129,0
"215",0.0891159688859008,0
"216",0.0584194349932656,0
"217",0.0333444261632059,0
"218",0.0295175100631703,0
"219",0.0248870632304946,0
"220",0.0598090650420899,0
"221",0.037481764046307,0
"222",0.0219578543062048,0
"223",0.0359817550695449,0
"224",0.0361089029603842,0
"225",0.0958538004026408,0
"226",0.0296595455773553,0
"227",0.245118690858006,1
"228",0.0271946769697575,0
"229",0.04549291167725,0
"230",0.0454196157641864,0
"231",0.0812820921367301,0
"232",0.25056111551451,1
"233",0.118609968815436,0
"234",0.0690493979700386,0
"235",0.0349820392713216,0
"236",0.303364492558562,1
"237",0.024418790747725,0
"238",0.0242837843454252,0
"239",0.337457610210174,1
"240",0.235727801169236,1
"241",0.0352350959494254,0
"242",0.0435503238084335,0
"243",0.0535105695116376,0
"244",0.0428029368984639,0
"245",0.0423631440933505,0
"246",0.0373376403467475,0
"247",0.0523341428218362,0
"248",0.0371843785784853,0
"249",0.0354799863425261,0
"250",0.065941355083625,0
"251",0.0782464024150894,0
"252",0.239070295414854,1
"253",0.0830219063307308,0
"254",0.0678260550990374,0
"255",0.0743159650043022,0
"256",0.0827573777492398,0
"257",0.108746981904249,0
"258",0.0438174518327291,0
"259",0.0389793160308872,0
"260",0.0564273671241775,0
"261",0.0224823813385441,0
"262",0.0322148304991392,0
"263",0.0398786304294021,0
"264",0.0653133529445602,0
"265",0.0383818850704186,0
"266",0.0307850464531463,0
"267",0.0996389820923543,0
"268",0.240349056744525,1
"269",0.0523708758601824,0
"270",0.0344527247059185,0
"271",0.0344140485598525,0
"272",0.0581465064116111,0
"273",0.0618145557175512,0
"274",0.374067917033103,1
"275",0.0370104465458354,0
"276",0.303156572541993,1
"277",0.0313593669888879,0
"278",0.0687742923058422,0
"279",0.064736998518136,0
"280",0.0671995252763833,0
"281",0.0293221125214303,0
"282",0.0407858537310875,0
"283",0.0628475603230228,0
"284",0.402955238422474,1
"285",0.0604071499598848,0
"286",0.261598921455427,1
"287",0.0780177299152588,0
"288",0.222477153893257,1
"289",0.0338796329392486,0
"290",0.0568411857434928,0
"291",0.786264586336549,1
"292",0.0427991065279726,0
"293",0.0416638653183214,0
"294",0.0732642677185087,0
"295",0.254392908515223,1
"296",0.0658256581144443,0
"297",0.0359737546905729,0
"298",0.0340530251566033,0
"299",0.77179601007581,1
"300",0.0493208094748541,0
"301",0.0600748239936547,0
"302",0.0484471054313382,0
"303",0.0606002428224055,0
"304",0.067549368655098,0
"305",0.0342833855364038,0
"306",0.0819626508240789,0
"307",0.0745147516807644,0
"308",0.146159172037528,0
"309",0.0964168276231622,0
"310",0.543533733759114,1
"311",0.462334110319395,1
"312",0.0535498129193196,0
"313",0.0523552407257746,0
"314",0.0539645981012374,0
"315",0.033449012874041,0
"316",0.0410377763493701,0
"317",0.0342220536830333,0
"318",0.0766652112769829,0
"319",0.044338647009805,0
"320",0.239594706780929,1
"321",0.120972158249698,0
"322",0.265472690078105,1
"323",0.434439117538156,1
"324",0.136582548887104,0
"325",0.796833987604311,1
"326",0.38038416594307,1
"327",0.0547068776203122,0
"328",0.0259716752582185,0
"329",0.100816049474834,0
"330",0.450415018358858,1
"331",0.0830911890211183,0
"332",0.65391139704902,1
"333",0.0528109228755948,0
"334",0.0514775447412264,0
"335",0.0507861791773585,0
"336",0.0531776144369113,0
"337",0.53436887144613,1
"338",0.104178508534781,0
"339",0.0185495702740787,0
"340",0.0616838674512126,0
"341",0.0650519161913145,0
"342",0.671925022288044,1
"343",0.324710049571545,1
"344",0.0741332918934834,0
"345",0.0837813670205634,0
"346",0.500531445297383,1
"347",0.0274943577919223,0
"348",0.0965026095259723,0
"349",0.259810770653617,1
"350",0.0813471438403262,0
"351",0.0803116114060827,0
"352",0.049676651585745,0
"353",0.0457111084270489,0
"354",0.156393130026556,0
"355",0.0460085616984677,0
"356",0.0517749224201274,0
"357",0.629123287748925,1
"358",0.275356103924259,1
"359",0.348305989090401,1
"360",0.0522161898773014,0
"361",0.0679326361881767,0
"362",0.0247429065116555,0
"363",0.281515957293914,1
"364",0.180037896940754,0
"365",0.0765016187391312,0
"366",0.0687862249273353,0
"367",0.0695322933814458,0
"368",0.0360749972245136,0
"369",0.0336464814712458,0
"370",0.0678779194416985,0
"371",0.0640765994093235,0
"372",0.123888184338171,0
"373",0.0341456255401769,0
"374",0.0488969685759214,0
"375",0.753636122506561,1
"376",0.0513427124580844,0
"377",0.0495068030670843,0
"378",0.0368426023007254,0
"379",0.0487845191498606,0
"380",0.033634134722935,0
"381",0.472121216538625,1
"382",0.0372969157064476,0
"383",0.283355622291665,1
"384",0.0390816387020723,0
"385",0.0682448259207845,0
"386",0.0654123562164495,0
"387",0.0573139081069934,0
"388",0.0412818572588019,0
"389",0.0344271832667201,0
"390",0.0373541941047852,0
"391",0.047928575290781,0
"392",0.0323565880407156,0
"393",0.0691098050866908,0
"394",0.0701572325373116,0
"395",0.277667250334137,1
"396",0.166665945231726,0
"397",0.0321084119598765,0
"398",0.0257866098744001,0
"399",0.108931055811892,0
"400",0.1024638727867,0
"401",0.0251993156121474,0
"402",0.0914638353943173,0
"403",0.0426545067069423,0
"404",0.0490907561927033,0
"405",0.290676188329111,1
"406",0.0301919907404616,0
"407",0.0251302075374202,0
"408",0.0665502338587538,0
"409",0.0538053522669909,0
"410",0.046841554866535,0
"411",0.0529829420850209,0
"412",0.0299952841646971,0
"413",0.0625972464903623,0
"414",0.0372165769164921,0
"415",0.0283436917588428,0
"416",0.0489467686727595,0
"417",0.0763171270851753,0
"418",0.0302869486151371,0
"419",0.0788946859209906,0
"420",0.0431463910389494,0
"421",0.0547465350493211,0
"422",0.0849712813092749,0
"423",0.247018339379485,1
"424",0.233411441542111,1
"425",0.0357540304557417,0
"426",0.0621507794510621,0
"427",0.0693095593831509,0
"428",0.289357295909931,1
"429",0.0298197418169517,0
"430",0.0526386745119575,0
"431",0.0347122484723973,0
"432",0.0241475399855461,0
"433",0.0298995781315903,0
"434",0.0326585281062318,0
"435",0.107403909151714,0
"436",0.0541804735304046,0
"437",0.0312145701805894,0
"438",0.0398967421672547,0
"439",0.300795879739554,1
"440",0.0245773219713118,0
"441",0.374943764001673,1
"442",0.0257751909486074,0
"443",0.0296119472928964,0
"444",0.0538860607998663,0
"445",0.0347626972876203,0
"446",0.0474039617684718,0
"447",0.0438921317952719,0
"448",0.0703557501786405,0
"449",0.0465192783899474,0
"450",0.0375464240197853,0
"451",0.0423758339671115,0
"452",0.0530570902571959,0
"453",0.0321167266805091,0
"454",0.0283261509314143,0
"455",0.206825464675902,1
"456",0.166527151917327,0
"457",0.0289049717258847,0
"458",0.103204174320095,0
"459",0.0401773356655112,0
"460",0.0663136236373349,0
"461",0.580011497886648,1
"462",0.173398670996199,0
"463",0.0259170503712119,0
"464",0.0572219346856459,0
"465",0.0371618495353656,0
"466",0.0738345299400125,0
"467",0.121714002272862,0
"468",0.155706431871231,0
"469",0.0466568790708149,0
"470",0.150926418631283,0
"471",0.475866667248446,1
"472",0.0199386979820678,0
"473",0.0510624385636896,0
"474",0.0721687085919992,0
"475",0.200572564061567,0
"476",0.0603747896192072,0
"477",0.0301535455365691,0
"478",0.0244826084659546,0
"479",0.369082038921576,1
"480",0.0532457494543942,0
"481",0.0534577324324201,0
"482",0.218118028002016,1
"483",0.0468158671115586,0
"484",0.0185309694930687,0
"485",0.0759082043769713,0
"486",0.0264350631237887,0
"487",0.0641662289186206,0
"488",0.03163987095345,0
"489",0.397740479739579,1
"490",0.0317645466463652,0
"491",0.0322951833856305,0
"492",0.0672934483376934,0
"493",0.24552554932722,1
"494",0.0622430665472883,0
"495",0.0958501762955317,0
"496",0.0680856503794696,0
"497",0.0370609048604914,0
"498",0.0268309725765275,0
"499",0.533952851141822,1
"500",0.0412086548669242,0
"501",0.0548990980873894,0
"502",0.0498389109390307,0
"503",0.0490831088992782,0
"504",0.0339685737856887,0
"505",0.107088492343422,0
"506",0.637820226583552,1
"507",0.0387320929889647,0
"508",0.0512241543052329,0
"509",0.0786363276856716,0
"510",0.0470473961969658,0
"511",0.0810648331067499,0
"512",0.0291290051008631,0
"513",0.0546734529703194,0
"514",0.0835692957469132,0
"515",0.0361309652136888,0
"516",0.323908271506015,1
"517",0.0462549865121812,0
"518",0.0227466485963602,0
"519",0.0375027485179168,0
"520",0.0646727652707356,0
"521",0.0293435116648826,0
"522",0.0639248744307611,0
"523",0.128795376901856,0
"524",0.121728094463659,0
"525",0.0650553210447357,0
"526",0.0679283101021003,0
"527",0.315772661961032,1
"528",0.0854063200603298,0
"529",0.0828644122338157,0
"530",0.0328237976015489,0
"531",0.0505323938175184,0
"532",0.0512045291075476,0
"533",0.153349556305355,0
"534",0.206502427843277,1
"535",0.129449863186906,0
"536",0.0258486021462423,0
"537",0.0654143620040774,0
"538",0.0474815018442209,0
"539",0.0307606159464959,0
"540",0.243795428850744,1
"541",0.0635823920463933,0
"542",0.0328833833681461,0
"543",0.0538862268655163,0
"544",0.0467497744682544,0
"545",0.0217197187655178,0
"546",0.0825548156856051,0
"547",0.0467336145504327,0
"548",0.0927857966338691,0
"549",0.0559348218510339,0
"550",0.0425515625656653,0
"551",0.0639548910610667,0
"552",0.0312034680021356,0
"553",0.0283936847413779,0
"554",0.045194063932191,0
"555",0.135163172452297,0
"556",0.0507026305005108,0
"557",0.66495727561937,1
"558",0.080383295722772,0
"559",0.0301772005090327,0
"560",0.0509594322859638,0
"561",0.038825013350727,0
"562",0.301820283234015,1
"563",0.0662213457078638,0
"564",0.0487031719620606,0
"565",0.112721690335106,0
"566",0.0609423647985632,0
"567",0.127273422970844,0
"568",0.0394687686376521,0
"569",0.068737636833889,0
"570",0.0401946287171144,0
"571",0.123414354913327,0
"572",0.0304014572079136,0
"573",0.0430956196628033,0
"574",0.0168995906285864,0
"575",0.7148961287407,1
"576",0.695644220050842,1
"577",0.316786874108655,1
"578",0.0446551854955007,0
"579",0.0757297730417408,0
"580",0.0682323462551695,0
"581",0.312508790524491,1
"582",0.226509162388702,1
"583",0.0450738957097595,0
"584",0.23953664868422,1
"585",0.0373458547225451,0
"586",0.0845568815842535,0
"587",0.0818961619274059,0
"588",0.0426461309925161,0
"589",0.0767211052821124,0
"590",0.315346942057578,1
"591",0.0718889983510825,0
"592",0.0565236704834873,0
"593",0.0281626588160352,0
"594",0.0584131856629379,0
"595",0.0700386227917148,0
"596",0.0483161313575122,0
"597",0.0807801746492752,0
"598",0.0418375031665495,0
"599",0.035165260517945,0
"600",0.0344089096275594,0
"601",0.0632660625822962,0
"602",0.0493129273156505,0
"603",0.0339745644919999,0
"604",0.0531128584292164,0
"605",0.037659112141948,0
"606",0.542858498714206,1
"607",0.0591493148880074,0
"608",0.0530653089093663,0
"609",0.0478862562723491,0
"610",0.0940702032809456,0
"611",0.0335274122520366,0
"612",0.0312379451821823,0
"613",0.0576494691529843,0
"614",0.0325450074507864,0
"615",0.169952045893585,0
"616",0.025528410143759,0
"617",0.121479637769289,0
"618",0.193622297126461,0
"619",0.0342958060542487,0
"620",0.0688196849468849,0
"621",0.0847673784141533,0
"622",0.188403557673686,0
"623",0.0482071240845536,0
"624",0.118276959375666,0
"625",0.140391815961739,0
"626",0.0684573679860124,0
"627",0.0471038560364558,0
"628",0.161149383486398,0
"629",0.0395284633216163,0
"630",0.0486068213266873,0
"631",0.147447983316182,0
"632",0.0890301051378085,0
"633",0.0712020441238608,0
"634",0.718667614266328,1
"635",0.0592621178203277,0
"636",0.0889780375590508,0
"637",0.0294098032459762,0
"638",0.0504024496506256,0
"639",0.0505079606005891,0
"640",0.116149934710333,0
"641",0.0573872329458975,0
"642",0.0261002156509456,0
"643",0.786751906196881,1
"644",0.041789603617863,0
"645",0.0384605737748865,0
"646",0.0353203680121905,0
"647",0.14182619015557,0
"648",0.337820242000791,1
"649",0.0630269988824882,0
"650",0.0370500781162415,0
"651",0.0423315681444645,0
"652",0.0580561592259751,0
"653",0.0675393136898697,0
"654",0.832077102221144,1
"655",0.0252356979625203,0
"656",0.0648081291866602,0
"657",0.596116904161705,1
"658",0.0916095568113043,0
"659",0.241462181893823,1
"660",0.0326123174127169,0
"661",0.0264249875139034,0
"662",0.0425515333365574,0
"663",0.0765507802653736,0
"664",0.0432524617064342,0
"665",0.0457391690117176,0
"666",0.3318212758366,1
"667",0.435436347824577,1
"668",0.109345180915557,0
"669",0.0829265741667664,0
"670",0.0904244744231323,0
"671",0.194749801631114,0
"672",0.0600946957570605,0
"673",0.0246892571752011,0
"674",0.269403169291384,1
"675",0.237177901081089,1
"676",0.0483709908065911,0
"677",0.0487041163515042,0
"678",0.0202472464370143,0
"679",0.0487278404485354,0
"680",0.749041419791023,1
"681",0.0201541847750776,0
"682",0.0541045084551513,0
"683",0.106089787896176,0
"684",0.0607693730111605,0
"685",0.0249438551969272,0
"686",0.0692948635824015,0
"687",0.0323558148651381,0
"688",0.0599372743122111,0
"689",0.0783280560092848,0
"690",0.325859614968368,1
"691",0.0681971016738023,0
"692",0.0477547076908737,0
"693",0.0567852747025945,0
"694",0.0548835874254367,0
"695",0.0518159885199144,0
"696",0.289028903894033,1
"697",0.367160078258984,1
"698",0.80908613445828,1
"699",0.0472670739547825,0
"700",0.0377233406870246,0
"701",0.0367483742102436,0
"702",0.0376302772391106,0
"703",0.0707402043270986,0
"704",0.0380414683785643,0
"705",0.0690405007451902,0
"706",0.0881957078270525,0
"707",0.0753379277178065,0
"708",0.352956003918735,1
"709",0.0420858292470233,0
"710",0.0209891453531946,0
"711",0.0917144749849401,0
"712",0.0410270257233386,0
"713",0.0561077170974269,0
"714",0.0785986868154864,0
"715",0.0929787301453405,0
"716",0.245240630368209,1
"717",0.0385640148879295,0
"718",0.0609712776989738,0
"719",0.284417537857495,1
"720",0.0790006046617712,0
"721",0.0722599209001559,0
"722",0.0531170401535975,0
"723",0.024325451311737,0
"724",0.0565144495682493,0
"725",0.448059572202161,1
"726",0.021230003375961,0
"727",0.061089174979055,0
"728",0.0381366694487482,0
"729",0.0555835329777921,0
"730",0.0344619467835967,0
"731",0.0717047423330886,0
"732",0.057280761119972,0
"733",0.0369034664049274,0
"734",0.537273494450197,1
"735",0.853485008546792,1
"736",0.410066739408713,1
"737",0.204872575145845,0
"738",0.0280200643811717,0
"739",0.155318087804557,0
"740",0.050715089562541,0
"741",0.0229599949508227,0
"742",0.656458606994268,1
"743",0.101313306395185,0
"744",0.0635723874514068,0
"745",0.026338506949173,0
"746",0.0378700504073534,0
"747",0.324343426768677,1
"748",0.0327169943821176,0
"749",0.0370802450048304,0
"750",0.109389977582914,0
"751",0.0689350417176299,0
"752",0.084049247575276,0
"753",0.0760763478988154,0
"754",0.0351448027816184,0
"755",0.034273458558198,0
"756",0.0351944216795593,0
"757",0.27019076294301,1
"758",0.0369176570719216,0
"759",0.0524812123732618,0
"760",0.0244728375816549,0
"761",0.0816304354359202,0
"762",0.0746342709826384,0
"763",0.0419483610674927,0
"764",0.0364256492930769,0
"765",0.0593201684731431,0
"766",0.068655149764044,0
"767",0.0540748241214501,0
"768",0.0826022427247014,0
"769",0.355365831427115,1
"770",0.102565556073262,0
"771",0.191561360936409,0
"772",0.0710291346426868,0
"773",0.0525263250308876,0
"774",0.131346523053992,0
"775",0.0221031898286593,0
"776",0.0423440078651006,0
"777",0.0628381950538325,0
"778",0.110902981510006,0
"779",0.0321301989430698,0
"780",0.0271493155102911,0
"781",0.0391061641998282,0
"782",0.0261467724034408,0
"783",0.202863709949281,0
"784",0.0402764585911938,0
"785",0.0588157750518357,0
"786",0.0413703064128812,0
"787",0.0506729884332798,0
"788",0.0432323776861646,0
"789",0.0487648619239715,0
"790",0.0374383366574053,0
"791",0.0624846223078557,0
"792",0.0415307053854359,0
"793",0.0540713994540506,0
"794",0.0324908269570194,0
"795",0.039635890088528,0
"796",0.0374324045149038,0
"797",0.239103673204359,1
"798",0.0804180756858391,0
"799",0.0427386001871483,0
"800",0.0713217212189049,0
"801",0.0480053391805656,0
"802",0.0216527377826982,0
"803",0.0584145695933864,0
"804",0.7262765642828,1
"805",0.0477032028717342,0
"806",0.0238143357461372,0
"807",0.025453625644753,0
"808",0.020749113876923,0
"809",0.0299569202558653,0
"810",0.137050558191028,0
"811",0.0247693439763355,0
"812",0.0350735541194799,0
"813",0.0975921434918264,0
"814",0.0421682398467182,0
"815",0.0277154179873143,0
"816",0.0607789968333552,0
"817",0.0701056736060832,0
"818",0.0454678227028781,0
"819",0.0759919489374439,0
"820",0.0620903383284806,0
"821",0.14836088827456,0
"822",0.112228963280183,0
"823",0.0503708490783539,0
"824",0.0538454299831505,0
"825",0.0680982081048122,0
"826",0.0356158514861928,0
"827",0.0662017592028757,0
"828",0.0184056005894628,0
"829",0.167613183108849,0
"830",0.0638269030986108,0
"831",0.0456828779109525,0
"832",0.0331130016953671,0
"833",0.0440465945869286,0
"834",0.0725415115924974,0
"835",0.0478366615597672,0
"836",0.0677561803200171,0
"837",0.0345223108835417,0
"838",0.240119405843281,1
"839",0.0199930214545466,0
"840",0.0582398544129031,0
"841",0.0421417165056088,0
"842",0.089933885558712,0
"843",0.081370423582424,0
"844",0.0306719675803363,0
"845",0.442570307512299,1
"846",0.0532353557153283,0
"847",0.0693498063492894,0
"848",0.018120521532742,0
"849",0.0623164411411394,0
"850",0.0420389153706467,0
"851",0.0524694479775984,0
"852",0.274784488869307,1
"853",0.377869484759838,1
"854",0.300562307265742,1
"855",0.0348020644600174,0
"856",0.0358948147740091,0
"857",0.0737331336721826,0
"858",0.225043415202141,1
"859",0.0507775298634884,0
"860",0.0374982477642984,0
"861",0.0362919591233918,0
"862",0.0678156712183329,0
"863",0.231611061490094,1
"864",0.0328822446757866,0
"865",0.0571178657374734,0
"866",0.044897273958486,0
"867",0.0335462650602348,0
"868",0.0359033804520653,0
"869",0.0575456933912951,0
"870",0.0961249873682659,0
"871",0.0672035734529769,0
"872",0.0553717181562235,0
"873",0.0773306116902894,0
"874",0.0888995952164166,0
"875",0.85332074384482,1
"876",0.0581816162462892,0
"877",0.0218428526320669,0
"878",0.779725030218042,1
"879",0.240662042727086,1
"880",0.074570214613306,0
"881",0.716975782563583,1
"882",0.326801984158359,1
"883",0.190977243471271,0
"884",0.0306376912767604,0
"885",0.0440364532931674,0
"886",0.0655263090719003,0
"887",0.0391720570448092,0
"888",0.0270529399575071,0
"889",0.0248707147416671,0
"890",0.0339706592553849,0
"891",0.0691865796769306,0
"892",0.13091174507254,0
"893",0.048917574772213,0
"894",0.0597706110057942,0
"895",0.083311387547817,0
"896",0.0392264082848237,0
"897",0.457039236669153,1
"898",0.04690251666389,0
"899",0.0238355023956351,0
"900",0.207780967004751,1
"901",0.0613445655561146,0
"902",0.696448314347835,1
"903",0.0205191008851676,0
"904",0.14507995006298,0
"905",0.0318036373778594,0
"906",0.0387296030540281,0
"907",0.323579063881704,1
"908",0.0419835068475092,0
"909",0.0319674908322357,0
"910",0.029722782412077,0
"911",0.0412952148838642,0
"912",0.0312273049371194,0
"913",0.0452313701207807,0
"914",0.0501170953037325,0
"915",0.0382598782599478,0
"916",0.0336860082053701,0
"917",0.0737338497598316,0
"918",0.403152551770126,1
"919",0.0327670579247979,0
"920",0.0607723903222991,0
"921",0.032622206485544,0
"922",0.0238011332771985,0
"923",0.075175500275064,0
"924",0.0590048754078755,0
"925",0.0652491786641715,0
"926",0.0476829605269379,0
"927",0.031312971869784,0
"928",0.0390924257195756,0
"929",0.0505773979573335,0
"930",0.0356351815909445,0
"931",0.0227365881030828,0
"932",0.0597469324178137,0
"933",0.0213907434342019,0
"934",0.0746495863945459,0
"935",0.0716389574188026,0
"936",0.0300664812087399,0
"937",0.0627582505405605,0
"938",0.056357308988411,0
"939",0.035512307459763,0
"940",0.0285875406074746,0
"941",0.0256512659397643,0
"942",0.23053298015495,1
"943",0.0237281127448608,0
"944",0.0402199735989603,0
"945",0.0786580293922721,0
"946",0.0561184622320087,0
"947",0.0608096882143574,0
"948",0.0562755612640755,0
"949",0.0444385032674971,0
"950",0.280780462684781,1
"951",0.0266321907586615,0
"952",0.0941203274299504,0
"953",0.0560991650933259,0
"954",0.0421986033093337,0
"955",0.0405504288568657,0
"956",0.0584596384306707,0
"957",0.0684872661415898,0
"958",0.0321347675649051,0
"959",0.0781739787548343,0
"960",0.102645099471218,0
"961",0.398960718596723,1
"962",0.0576863801498446,0
"963",0.138337905584358,0
"964",0.0314429765060889,0
"965",0.0355932900227216,0
"966",0.368538829107201,1
"967",0.0353541697322564,0
"968",0.0542276468000951,0
"969",0.110478554288997,0
"970",0.0378864588872471,0
"971",0.0992759914426435,0
"972",0.0619271272268141,0
"973",0.0551131703714518,0
"974",0.0615483517859733,0
"975",0.10411534249029,0
"976",0.0581487561235382,0
"977",0.71289374115699,1
"978",0.0320375841211296,0
"979",0.027831691543479,0
"980",0.0762924751084848,0
"981",0.0302227690442017,0
"982",0.0675688415314582,0
"983",0.0471822318410404,0
"984",0.0754625313553699,0
"985",0.0536517484884356,0
"986",0.0487908424612466,0
"987",0.0579219324399834,0
"988",0.304233080391456,1
"989",0.0382441406011707,0
"990",0.0844878591952486,0
"991",0.0345325636306157,0
"992",0.0452277639181255,0
"993",0.265067646188682,1
"994",0.0609720639992888,0
"995",0.0588675383920074,0
"996",0.0614698851080135,0
"997",0.0603431201093187,0
"998",0.0541898949252616,0
"999",0.438156075268977,1
"1000",0.0320661752840095,0
